id,XA,XB,XC,XD,XE,XF,XG,XH,XI,XJ,XK,XL,XM,XN,XO,XP,XQ,XR,XS,XT,XU,XV,class
5070,4,1,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
5071,3,3,9,2,7,3,1,2,9,1,7,4,1,8,8,1,3,2,3,4,6,7,class_2
5072,3,4,8,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5073,3,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,1,class_1
5074,4,1,4,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,5,1,class_1
5075,3,3,1,2,4,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
5076,3,3,4,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,4,class_1
5077,4,1,4,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,4,class_1
5078,4,1,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
5079,4,1,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
5080,4,1,8,1,7,3,1,1,2,2,1,4,4,4,8,1,3,2,6,2,6,7,class_2
5081,3,3,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,6,1,class_1
5082,4,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
5083,4,1,4,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,4,class_1
5084,3,3,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
5085,3,1,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,4,class_1
5086,5,1,10,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
5087,4,1,10,2,5,3,1,1,4,1,1,3,3,1,2,1,3,2,4,4,6,1,class_1
5088,5,1,3,2,7,3,2,2,11,1,1,1,4,8,1,1,3,2,2,8,5,2,class_2
5089,4,1,4,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,4,class_1
5090,4,3,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,4,class_1
5091,3,3,4,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,7,class_1
5092,3,3,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,4,class_1
5093,4,1,10,2,5,3,1,1,4,1,1,3,3,6,6,1,3,2,4,4,5,1,class_1
5094,4,3,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,5,7,class_1
5095,3,1,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,7,class_1
5096,4,1,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,5,4,class_1
5097,3,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,7,class_1
5098,1,3,6,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5099,5,3,6,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5100,3,3,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,5,4,class_1
5101,3,1,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,1,class_1
5102,5,3,2,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5103,4,3,10,2,5,3,1,1,8,1,1,3,3,1,1,1,3,2,4,4,6,7,class_1
5104,3,4,9,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,4,5,class_1
5105,3,3,1,2,9,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
5106,3,3,1,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,7,class_1
5107,3,3,8,2,4,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,4,class_1
5108,4,2,9,1,7,3,2,2,11,1,1,4,4,8,8,1,3,2,6,8,2,2,class_1
5109,3,4,4,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
5110,4,3,3,2,7,3,2,2,11,1,1,1,4,8,1,1,3,2,2,8,5,2,class_2
5111,3,3,4,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,1,class_1
5112,4,3,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,5,7,class_1
5113,4,3,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,4,class_1
5114,4,3,6,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5115,3,4,2,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5116,3,4,4,1,5,3,1,1,4,2,1,4,1,8,8,1,3,2,6,4,4,1,class_1
5117,3,3,8,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,4,class_1
5118,5,3,3,2,7,3,2,2,11,1,1,4,1,8,1,1,3,2,2,8,5,2,class_2
5119,3,4,9,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5120,3,4,9,1,5,3,1,1,4,2,1,4,1,8,8,1,3,2,6,4,5,1,class_1
5121,4,4,2,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,5,5,class_1
5122,4,4,2,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5123,5,3,3,2,7,3,2,2,11,1,1,1,4,8,1,1,3,2,2,8,5,2,class_2
5124,3,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
5125,4,4,9,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
5126,4,4,4,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,4,5,class_1
5127,2,2,9,1,7,3,2,2,11,1,1,4,4,8,8,1,3,2,6,8,2,2,class_1
5128,3,4,4,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5129,1,2,9,1,7,3,2,2,11,1,1,4,4,8,8,1,3,2,6,8,2,2,class_1
5130,3,4,2,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5131,4,4,9,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
5132,1,1,10,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5133,3,3,1,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,7,class_1
5134,3,3,1,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,7,class_1
5135,5,4,1,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5136,5,3,2,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5137,4,4,9,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5138,4,4,2,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
5139,4,3,10,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,4,class_1
5140,3,3,4,2,5,3,1,1,8,1,1,3,3,6,1,1,3,2,4,4,6,1,class_1
5141,4,4,2,1,7,3,1,1,6,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5142,3,3,1,2,5,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,4,class_1
5143,3,3,8,2,4,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,4,class_1
5144,4,1,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,7,class_1
5145,3,4,8,1,7,3,1,1,10,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5146,3,3,1,2,5,3,1,2,3,2,7,3,3,6,6,1,3,2,2,8,5,2,class_1
5147,3,1,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,1,class_1
5148,3,3,1,2,4,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
5149,4,1,1,2,7,3,2,2,11,1,1,4,1,8,1,1,3,2,2,8,5,2,class_2
5150,3,3,1,2,5,3,1,2,3,2,7,4,3,8,6,1,3,2,2,8,5,4,class_1
5151,3,4,2,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5152,4,3,1,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5153,4,3,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,4,class_1
5154,4,3,2,1,7,3,1,1,6,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
5155,3,3,1,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5156,3,3,1,2,4,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
5157,3,4,2,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,4,1,class_1
5158,3,4,2,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5159,4,3,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,6,4,class_1
5160,4,4,4,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,5,1,class_1
5161,3,3,1,2,5,3,1,2,3,2,7,4,3,8,8,1,3,2,2,8,5,2,class_1
5162,3,4,2,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5163,4,1,1,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5164,3,3,8,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5165,4,4,2,1,5,3,1,1,11,2,1,1,1,8,8,1,3,2,6,4,4,1,class_1
5166,4,4,9,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,4,1,class_1
5167,5,3,8,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5168,3,1,10,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,4,class_1
5169,3,1,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
5170,3,3,1,1,7,3,1,1,10,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5171,3,3,4,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,6,1,class_1
5172,4,4,2,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5173,4,4,2,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,4,1,class_1
5174,4,3,10,2,5,3,1,1,4,1,1,3,3,2,6,1,3,2,4,4,5,1,class_1
5175,4,3,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,7,class_1
5176,3,4,6,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5177,4,4,6,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5178,1,3,9,1,7,3,1,1,6,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5179,3,3,3,2,7,3,2,2,11,1,1,1,1,8,1,1,3,2,2,8,5,2,class_2
5180,4,4,1,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5181,3,4,2,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
5182,3,4,4,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5183,4,3,10,2,5,3,1,1,5,1,1,3,3,2,6,1,3,2,4,4,6,7,class_1
5184,3,4,2,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
5185,3,4,9,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,4,1,class_1
5186,4,3,3,2,7,3,2,2,11,1,1,4,1,8,1,1,3,2,2,8,5,2,class_2
5187,3,3,8,2,4,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,7,class_1
5188,4,1,10,2,5,3,1,1,4,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
5189,3,3,9,2,7,3,1,2,4,1,7,4,1,8,8,1,3,2,3,4,5,7,class_2
5190,3,3,10,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,5,4,class_1
5191,4,3,6,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5192,4,4,4,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
5193,3,3,1,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,7,class_1
5194,5,4,6,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5195,3,3,1,2,5,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,2,class_1
5196,3,3,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,4,class_1
5197,4,4,2,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
5198,5,3,6,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5199,3,1,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,5,4,class_1
5200,4,3,4,2,5,3,1,1,5,1,1,3,3,1,1,1,3,2,4,4,5,1,class_1
5201,4,1,4,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
5202,3,4,2,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,4,1,class_1
5203,3,3,1,2,5,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
5204,3,3,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,7,class_1
5205,4,1,10,2,5,3,1,1,4,1,1,3,3,1,1,1,3,2,4,4,5,7,class_1
5206,4,1,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
5207,5,4,2,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5208,4,3,10,2,5,3,1,1,4,1,1,3,3,6,1,1,3,2,4,4,5,1,class_1
5209,3,3,8,2,4,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
5210,3,4,4,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
5211,4,4,1,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5212,3,3,4,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
5213,3,3,1,2,4,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
5214,3,4,4,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,5,5,class_1
5215,3,4,4,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5216,4,3,6,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
5217,5,3,2,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5218,3,4,9,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,5,5,class_1
5219,3,3,1,2,4,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,7,class_1
5220,5,3,1,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5221,4,3,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,6,7,class_1
5222,3,3,6,1,7,3,1,1,11,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5223,4,4,4,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,4,5,class_1
5224,3,4,6,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5225,1,3,1,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
5226,4,4,2,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,5,1,class_1
5227,3,3,1,2,5,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,4,class_1
5228,3,3,1,2,5,3,1,2,3,2,7,3,3,8,8,1,3,2,2,8,5,7,class_1
5229,3,4,2,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,4,5,class_1
5230,3,3,1,2,5,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
5231,5,3,6,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5232,5,1,3,2,7,3,2,2,11,1,1,1,1,8,1,1,3,2,2,8,5,2,class_2
5233,3,3,10,2,5,3,1,1,4,1,1,3,3,2,1,1,3,2,4,4,5,1,class_1
5234,3,4,1,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5235,4,1,4,2,5,3,1,1,8,1,1,3,3,2,6,1,3,2,4,4,6,4,class_1
5236,4,3,10,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
5237,4,4,4,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,5,5,class_1
5238,5,3,9,1,7,3,2,2,11,1,1,4,4,8,8,1,3,2,6,8,2,2,class_1
5239,5,1,1,2,7,3,2,2,11,1,1,1,1,8,1,1,3,2,2,8,5,2,class_2
5240,5,1,10,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5241,4,4,9,1,5,3,1,1,11,2,1,1,1,8,8,1,3,2,6,4,4,1,class_1
5242,4,3,10,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5243,4,3,10,2,5,3,1,1,5,1,1,3,3,6,6,1,3,2,4,4,5,7,class_1
5244,5,4,2,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5245,4,3,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
5246,3,3,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,4,class_1
5247,3,3,10,2,5,3,1,1,4,1,1,3,3,6,2,1,3,2,4,4,6,7,class_1
5248,3,3,10,2,5,3,1,1,8,1,1,3,3,6,6,1,3,2,4,4,5,4,class_1
5249,1,3,9,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5250,4,3,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,6,1,class_1
5251,3,4,9,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,5,1,class_1
5252,3,4,2,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5253,5,3,2,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5254,4,3,10,2,5,3,1,1,5,1,1,3,3,2,1,1,3,2,4,4,5,4,class_1
5255,3,4,2,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,4,1,class_1
5256,1,3,2,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
5257,3,4,9,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,5,1,class_1
5258,5,4,1,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5259,4,4,4,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,4,5,class_1
5260,3,1,10,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5261,4,4,4,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5262,4,3,10,2,5,3,1,1,5,1,1,3,3,6,1,1,3,2,4,4,6,7,class_1
5263,5,3,1,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5264,4,4,2,1,5,3,1,1,8,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5265,4,4,8,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5266,3,3,1,2,5,3,1,2,3,2,7,4,4,6,6,1,3,2,2,8,5,7,class_1
5267,3,3,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,7,class_1
5268,3,3,1,2,4,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
5269,3,4,9,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
5270,5,4,1,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5271,4,3,4,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,6,1,class_1
5272,3,4,2,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5273,4,4,9,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,4,5,class_1
5274,5,1,1,2,7,3,2,2,11,1,1,4,4,8,1,1,3,2,2,8,5,2,class_2
5275,3,3,1,2,9,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,2,class_1
5276,4,4,9,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5277,3,4,4,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,5,5,class_1
5278,5,3,10,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5279,4,4,9,1,7,3,1,1,11,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
5280,4,1,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,4,class_1
5281,5,3,6,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5282,4,3,9,1,7,3,2,2,11,1,1,4,4,8,8,1,3,2,6,8,2,2,class_1
5283,4,4,2,1,5,3,1,1,8,2,1,1,4,8,8,1,3,2,6,4,5,5,class_1
5284,4,3,9,2,7,3,1,2,9,1,7,4,1,8,8,1,3,2,3,4,6,7,class_2
5285,3,3,5,2,7,3,1,2,11,1,7,4,1,8,8,1,3,2,3,4,5,7,class_2
5286,3,4,2,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5287,4,4,4,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5288,3,3,8,2,4,3,1,2,3,2,7,4,3,6,8,1,3,2,2,8,5,7,class_1
5289,4,3,10,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,6,4,class_1
5290,4,4,4,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,4,1,class_1
5291,4,4,2,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,4,1,class_1
5292,4,4,8,1,7,3,1,1,10,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5293,3,3,8,2,4,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,7,class_1
5294,4,1,4,2,5,3,1,1,8,1,1,3,3,2,2,1,3,2,4,4,6,1,class_1
5295,4,3,10,2,5,3,1,1,5,1,1,3,3,2,2,1,3,2,4,4,6,7,class_1
5296,3,4,1,1,7,3,1,1,10,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5297,4,4,4,1,5,3,1,1,8,2,1,1,1,8,8,1,3,2,6,4,4,1,class_1
5298,3,3,1,2,9,3,1,2,3,2,7,4,4,6,8,1,3,2,2,8,5,2,class_1
5299,4,4,9,1,5,3,1,1,8,2,1,4,4,8,8,1,3,2,6,4,4,1,class_1
5300,3,1,3,2,7,3,2,2,11,1,1,4,4,8,1,1,3,2,2,8,5,2,class_2
5301,4,4,4,1,5,3,1,1,11,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5302,4,1,4,2,5,3,1,1,8,1,1,3,3,1,6,1,3,2,4,4,5,4,class_1
5303,3,3,5,2,7,3,1,2,11,1,7,4,1,8,8,1,3,2,3,4,6,7,class_2
5304,3,1,10,2,5,3,1,1,5,1,1,3,3,6,2,1,3,2,4,4,5,4,class_1
5305,3,3,1,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,2,class_1
5306,3,3,1,2,9,3,1,2,3,2,7,4,4,8,8,1,3,2,2,8,5,2,class_1
5307,4,3,8,1,7,3,1,1,11,1,7,4,4,7,8,1,3,3,2,8,2,6,class_2
5308,3,4,4,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,5,5,class_1
5309,5,3,1,1,7,3,1,1,11,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5310,4,3,8,1,7,3,1,1,10,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5311,3,3,1,2,5,3,1,2,3,2,7,4,3,6,6,1,3,2,2,8,5,4,class_1
5312,1,3,1,2,7,3,1,2,11,1,7,3,2,8,9,1,3,2,2,8,5,7,class_1
5313,3,3,1,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,4,class_1
5314,4,3,2,1,7,3,1,1,10,1,7,4,4,8,7,1,3,3,2,8,2,6,class_2
5315,3,4,9,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,5,1,class_1
5316,4,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,5,1,class_1
5317,4,3,1,1,7,3,1,1,11,1,7,4,4,8,8,1,3,3,2,8,2,6,class_2
5318,1,3,9,1,7,3,1,1,5,1,1,4,4,8,8,1,3,3,6,5,5,3,class_1
5319,3,3,1,2,7,3,2,2,11,1,1,4,1,8,1,1,3,2,2,8,5,2,class_2
5320,4,3,10,2,5,3,1,1,5,1,1,3,3,1,6,1,3,2,4,4,5,4,class_1
5321,3,4,2,1,5,3,1,1,4,2,1,1,4,8,8,1,3,2,6,4,4,1,class_1
5322,3,3,1,2,9,3,1,2,3,2,7,4,4,8,6,1,3,2,2,8,5,2,class_1
5323,3,4,4,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,4,5,class_1
5324,4,4,4,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5325,3,3,1,2,5,3,1,2,3,2,7,3,4,8,8,1,3,2,2,8,5,4,class_1
5326,4,3,9,2,7,3,1,2,8,1,7,4,1,8,8,1,3,2,3,4,5,7,class_2
5327,3,3,1,2,9,3,1,2,3,2,7,3,4,6,8,1,3,2,2,8,5,2,class_1
5328,4,1,4,2,5,3,1,1,5,1,1,3,3,1,2,1,3,2,4,4,5,1,class_1
5329,3,3,8,2,4,3,1,2,3,2,7,3,4,6,6,1,3,2,2,8,5,2,class_1
5330,3,4,9,1,5,3,1,1,11,2,1,4,4,8,8,1,3,2,6,4,5,1,class_1
5331,4,3,4,2,5,3,1,1,8,1,1,3,3,1,2,1,3,2,4,4,5,7,class_1
5332,3,4,9,1,5,3,1,1,4,2,1,4,1,8,8,1,3,2,6,4,4,5,class_1
5333,5,3,10,2,7,3,1,2,11,1,7,3,2,8,1,1,3,2,2,8,5,7,class_1
5334,4,4,9,1,5,3,1,1,11,2,1,4,1,8,8,1,3,2,6,4,5,5,class_1
5335,4,4,4,1,5,3,1,1,4,2,1,1,1,8,8,1,3,2,6,4,5,5,class_1
5336,3,3,3,2,7,3,2,2,11,1,1,1,4,8,1,1,3,2,2,8,5,2,class_2
5337,3,4,9,1,5,3,1,1,4,2,1,4,4,8,8,1,3,2,6,4,5,5,class_1
5338,3,3,1,2,9,3,1,2,3,2,7,3,3,8,6,1,3,2,2,8,5,4,class_1
5339,4,3,6,1,7,3,1,1,6,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
5340,4,3,10,2,5,3,1,1,8,1,1,3,3,6,2,1,3,2,4,4,6,4,class_1
5341,3,4,6,1,7,3,1,1,10,1,7,4,4,7,7,1,3,3,2,8,2,6,class_2
5342,4,3,2,1,7,3,1,1,6,1,1,4,4,8,8,1,3,3,6,5,5,1,class_1
